fname,thalami,midbrain,IT,CM,NT,nasal_tip,nasal_skin,risk_score,heuristic_label
222,0.6452288627624512,0.5304854512214661,0.48796147108078003,0.3643873929977417,0.26484978199005127,0.654144287109375,0.47732406854629517,0.26,0
223,0.7366315722465515,0.6444882154464722,0.7284509539604187,0.6056787967681885,0.0,0.30499622225761414,0.0,1.2,1
224,0.8102492690086365,0.7107929587364197,0.6478079557418823,0.6295348405838013,0.5612297654151917,0.3440335690975189,0.0,0.66,0
225,0.27708348631858826,0.7128472924232483,0.7459367513656616,0.2507484555244446,0.25217005610466003,0.42027685046195984,0.3425610065460205,0.48,0
226,0.8322508931159973,0.7701730728149414,0.5826197266578674,0.7358066439628601,0.5481370091438293,0.3918133080005646,0.0,0.61,0
227,0.7045301198959351,0.6496135592460632,0.7248877882957458,0.7123916149139404,0.4639396667480469,0.65753173828125,0.0,0.54,0
228,0.8536537885665894,0.6180431842803955,0.7752994298934937,0.5807899832725525,0.0,0.36572009325027466,0.0,1.13,1
229,0.7307816743850708,0.6482232809066772,0.48029154539108276,0.6681903004646301,0.5484523177146912,0.28270450234413147,0.0,0.72,0
23,0.6155314445495605,0.6167363524436951,0.3132433295249939,0.42167115211486816,0.0,0.0,0.0,1.5,1
230,0.781012773513794,0.7363870739936829,0.8104531168937683,0.41183000802993774,0.4177396297454834,0.6026826500892639,0.5963874459266663,0.08,0
231,0.8047603964805603,0.8063985705375671,0.6712353229522705,0.49979159235954285,0.26528653502464294,0.4306020736694336,0.0,0.8,0
232,0.8198546171188354,0.7574694752693176,0.651549756526947,0.45504751801490784,0.30474337935447693,0.0,0.0,1.2,1
233,0.5742847323417664,0.45812687277793884,0.5704607963562012,0.4334799647331238,0.6044023633003235,0.27995821833610535,0.2656785547733307,0.45,0
234,0.8599234223365784,0.7991279363632202,0.7617635726928711,0.26607969403266907,0.2725178301334381,0.4352893531322479,0.0,0.79,0
235,0.7381320595741272,0.5543788075447083,0.35416626930236816,0.3865469992160797,0.31237709522247314,0.2740338444709778,0.0,0.91,0
236,0.783862292766571,0.801751434803009,0.44613203406333923,0.8274812698364258,0.2595335841178894,0.5858559012413025,0.0,0.74,0
237,0.8500486016273499,0.799506664276123,0.8121465444564819,0.6103416681289673,0.2539786100387573,0.355069637298584,0.0,0.89,0
238,0.6780884861946106,0.8051080703735352,0.7416383624076843,0.0,0.0,0.0,0.0,1.5,1
239,0.8860384225845337,0.8214559555053711,0.5357180237770081,0.5512576103210449,0.2975306510925293,0.560361921787262,0.30427035689353943,0.4,0
24,0.5662396550178528,0.5730716586112976,0.6404570937156677,0.5411985516548157,0.0,0.7505234479904175,0.34622952342033386,0.65,0
240,0.6835170388221741,0.633655309677124,0.6464181542396545,0.742057204246521,0.0,0.0,0.0,1.5,1
241,0.8145671486854553,0.7698013186454773,0.46991297602653503,0.5501256585121155,0.3542972505092621,0.26032960414886475,0.0,0.89,0
242,0.9161482453346252,0.7508586645126343,0.26718536019325256,0.294560045003891,0.6402575969696045,0.5479859113693237,0.0,0.5,0
243,0.6431772112846375,0.0,0.5200971364974976,0.34439823031425476,0.0,0.2832333445549011,0.40557655692100525,0.81,0
244,0.7312031388282776,0.4802970588207245,0.34548449516296387,0.3570767343044281,0.0,0.3074593245983124,0.0,1.19,1
245,0.7771850824356079,0.5670477747917175,0.2513333559036255,0.0,0.0,0.3392948508262634,0.44104328751564026,0.72,0
246,0.7685316801071167,0.6883256435394287,0.7991051077842712,0.697162926197052,0.42293962836265564,0.5544198155403137,0.38258782029151917,0.19,0
247,0.8173028230667114,0.7729873657226562,0.7077748775482178,0.6678444743156433,0.45494890213012695,0.503246009349823,0.0,0.55,0
248,0.778113603591919,0.7682420015335083,0.7057024240493774,0.6788408756256104,0.4745669662952423,0.3183644711971283,0.4298516809940338,0.28,0
249,0.8553392291069031,0.6975448727607727,0.2970705032348633,0.6012278199195862,0.6747356653213501,0.28602978587150574,0.7274845242500305,0.21,0
25,0.7857905626296997,0.7963724136352539,0.5936663150787354,0.5306994318962097,0.48165878653526306,0.2604520916938782,0.4444614052772522,0.31,0
250,0.809783399105072,0.8010191321372986,0.6401218771934509,0.2639346122741699,0.42673563957214355,0.3791826069355011,0.0,0.69,0
251,0.4001705050468445,0.3564814329147339,0.3214167058467865,0.0,0.0,0.4680822491645813,0.0,1.03,1
252,0.7435877323150635,0.6282163262367249,0.41614726185798645,0.43569397926330566,0.0,0.0,0.0,1.5,1
253,0.4591353237628937,0.2721775472164154,0.5200159549713135,0.6325690150260925,0.585541307926178,0.34119847416877747,0.0,0.66,0
254,0.7990716099739075,0.6972474455833435,0.7292935252189636,0.0,0.5758193135261536,0.5091044306755066,0.31784090399742126,0.18,0
255,0.5627099871635437,0.7431296110153198,0.3629539906978607,0.0,0.6019926071166992,0.2519795596599579,0.0,0.75,0
